,城市,链接,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,供暖方式,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,别墅类型
1702,沈阳,https://sy.lianjia.com/ershoufang/102105767352.html,2室2厅1厨1卫,高楼层 (共33层),79.49㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯三户,集中供暖,有,2022-07-09,商品房,2015-02-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
1703,沈阳,https://sy.lianjia.com/ershoufang/102106176237.html,2室1厅1厨1卫,低楼层 (共28层),64.35㎡,平层,44.97㎡,板塔结合,东 南,钢混结构,精装,三梯十六户,集中供暖,有,2022-11-05,商品房,2019-12-20,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,
1704,沈阳,https://sy.lianjia.com/ershoufang/102105955145.html,2室1厅1厨1卫,中楼层 (共5层),64.89㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯三户,集中供暖,无,2022-08-28,商品房,2015-10-29,普通住宅,满五年,非共有,"
                                有抵押 22万元 工商银行 业主自还
                              ",已上传房本照片,
1705,沈阳,https://sy.lianjia.com/ershoufang/102106047829.html,2室1厅1厨1卫,高楼层 (共27层),64.18㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯五户,集中供暖,有,2022-09-26,商品房,2018-01-26,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,
1706,沈阳,https://sy.lianjia.com/ershoufang/102105466399.html,2室1厅1厨1卫,低楼层 (共6层),69.87㎡,平层,暂无数据,板楼,南 北,混合结构,其他,一梯三户,集中供暖,无,2022-04-14,商品房,2020-04-15,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,
1707,沈阳,https://sy.lianjia.com/ershoufang/102106044726.html,2室1厅1厨1卫,高楼层 (共6层),69㎡,跃层,暂无数据,板塔结合,南 北,混合结构,简装,一梯四户,集中供暖,无,2022-09-25,商品房,2020-09-10,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,
1708,沈阳,https://sy.lianjia.com/ershoufang/102105969829.html,2室2厅1厨1卫,低楼层 (共34层),88.93㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-09-01,商品房,2019-09-01,普通住宅,暂无数据,共有,"
                                有抵押 30万元
                              ",已上传房本照片,
1709,沈阳,https://sy.lianjia.com/ershoufang/102105437487.html,2室1厅1厨1卫,中楼层 (共34层),73.26㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯三户,集中供暖,有,2022-03-24,商品房,2019-03-26,普通住宅,暂无数据,共有,"
                                有抵押 20万元
                              ",已上传房本照片,
1710,沈阳,https://sy.lianjia.com/ershoufang/102105764001.html,2室2厅1厨1卫,中楼层 (共32层),77.27㎡,平层,77.27㎡,塔楼,南,钢混结构,其他,三梯十一户,集中供暖,有,2022-07-08,商品房,2018-12-26,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,
1711,沈阳,https://sy.lianjia.com/ershoufang/102105225243.html,2室2厅1厨1卫,中楼层 (共23层),90.48㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2022-01-08,商品房,2018-06-29,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,
1712,沈阳,https://sy.lianjia.com/ershoufang/102105213637.html,1室1厅1厨1卫,高楼层 (共33层),49.5㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯四户,集中供暖,有,2022-01-03,商品房,2019-11-23,普通住宅,暂无数据,共有,"
                                有抵押 8万元 业主自还
                              ",已上传房本照片,
1713,沈阳,https://sy.lianjia.com/ershoufang/102105748851.html,4室2厅1厨2卫,中楼层 (共5层),130.27㎡,平层,暂无数据,板楼,北 南,钢混结构,毛坯,一梯两户,集中供暖,有,2022-07-04,商品房,2020-08-09,普通住宅,暂无数据,共有,"
                                有抵押 50万元 业主自还
                              ",已上传房本照片,
1714,沈阳,https://sy.lianjia.com/ershoufang/102104857146.html,1室1厅1厨1卫,中楼层 (共18层),56.34㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,集中供暖,有,2021-09-09,商品房,2011-05-24,普通住宅,满五年,非共有,"
                                有抵押 8万元 中信银行 业主自还
                              ",已上传房本照片,
1715,沈阳,https://sy.lianjia.com/ershoufang/102105106655.html,1室1厅1厨1卫,中楼层 (共28层),54.58㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯三户,集中供暖,有,2021-11-19,商品房,2009-05-14,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
1716,沈阳,https://sy.lianjia.com/ershoufang/102105566323.html,1室1厅1厨1卫,中楼层 (共7层),40.74㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯三户,集中供暖,无,2022-05-18,商品房,2005-12-14,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
1717,沈阳,https://sy.lianjia.com/ershoufang/102103693606.html,2室2厅1厨1卫,低楼层 (共31层),81.65㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯三户,集中供暖,有,2020-11-28,商品房,2013-08-28,普通住宅,满五年,非共有,"
                                有抵押 14万元 公积金建行 业主自还
                              ",已上传房本照片,
1718,沈阳,https://sy.lianjia.com/ershoufang/102105791905.html,2室1厅1厨1卫,中楼层 (共14层),91.58㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,集中供暖,有,2022-07-15,商品房,2016-06-07,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
1719,沈阳,https://sy.lianjia.com/ershoufang/102105417634.html,1室2厅1厨1卫,中楼层 (共29层),62.16㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯三户,集中供暖,有,2022-03-14,商品房,2019-02-02,普通住宅,暂无数据,非共有,"
                                有抵押 15万元 客户偿还
                              ",已上传房本照片,
1720,沈阳,https://sy.lianjia.com/ershoufang/102105166082.html,2室2厅1厨1卫,中楼层 (共31层),91.72㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2021-12-12,商品房,2017-04-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
1721,沈阳,https://sy.lianjia.com/ershoufang/102106136501.html,2室1厅1厨1卫,高楼层 (共25层),96.25㎡,平层,暂无数据,板楼,北,钢混结构,精装,两梯四户,集中供暖,有,2022-10-23,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押 20万元 业主自还
                              ",未上传房本照片,
1722,沈阳,https://sy.lianjia.com/ershoufang/102103767294.html,3室2厅1厨2卫,高楼层 (共33层),115.14㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2020-12-20,商品房,2017-08-26,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,
1723,沈阳,https://sy.lianjia.com/ershoufang/102105437970.html,2室1厅1厨1卫,低楼层 (共34层),77.37㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,集中供暖,有,2022-03-25,商品房,2019-04-16,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,
1724,沈阳,https://sy.lianjia.com/ershoufang/102105633953.html,4室2厅1厨2卫,低楼层 (共27层),130.84㎡,平层,暂无数据,板楼,南 北,框架结构,精装,一梯两户,集中供暖,有,2022-06-05,商品房,2020-08-22,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,
1725,沈阳,https://sy.lianjia.com/ershoufang/102105854254.html,2室2厅1厨1卫,中楼层 (共5层),76.97㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯两户,集中供暖,无,2022-08-01,商品房,2019-12-09,普通住宅,暂无数据,非共有,"
                                有抵押 60万元 客户偿还
                              ",已上传房本照片,
1726,沈阳,https://sy.lianjia.com/ershoufang/102106006433.html,1室1厅1厨1卫,中楼层 (共26层),54.48㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯四户,集中供暖,有,2022-09-14,商品房,2012-01-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
1727,沈阳,https://sy.lianjia.com/ershoufang/102106113576.html,2室1厅1厨1卫,中楼层 (共17层),63.23㎡,平层,暂无数据,塔楼,东北,钢混结构,简装,一梯三户,集中供暖,有,2022-10-16,商品房,2019-10-16,普通住宅,暂无数据,非共有,"
                                有抵押 16万元
                              ",已上传房本照片,
1728,沈阳,https://sy.lianjia.com/ershoufang/102105409957.html,2室1厅2厨1卫,中楼层 (共27层),93.19㎡,平层,暂无数据,板楼,南,钢混结构,精装,四梯九户,集中供暖,有,2022-03-11,商品房,2008-11-23,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
1729,沈阳,https://sy.lianjia.com/ershoufang/102106118576.html,2室2厅1厨1卫,高楼层 (共18层),78.93㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,集中供暖,有,2022-10-17,商品房,2017-10-20,普通住宅,满五年,非共有,"
                                有抵押 30万元 组合
                              ",已上传房本照片,
1730,沈阳,https://sy.lianjia.com/ershoufang/102105843695.html,2室2厅1厨1卫,高楼层 (共29层),81.47㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯三户,集中供暖,有,2022-07-29,商品房,2018-11-15,普通住宅,暂无数据,共有,"
                                有抵押 30万元 农行 业主自还
                              ",已上传房本照片,
1731,沈阳,https://sy.lianjia.com/ershoufang/102105875666.html,2室1厅1厨1卫,中楼层 (共34层),88.75㎡,平层,70㎡,板塔结合,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-08-07,商品房,2016-11-01,普通住宅,满五年,非共有,"
                                有抵押 1万元 业主自还
                              ",已上传房本照片,
1732,沈阳,https://sy.lianjia.com/ershoufang/102106008935.html,2室1厅1厨1卫,中楼层 (共34层),68.62㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,集中供暖,有,2022-09-15,商品房,2017-04-26,普通住宅,满五年,非共有,"
                                有抵押 26万元 建设 客户偿还
                              ",已上传房本照片,
1733,沈阳,https://sy.lianjia.com/ershoufang/102106107352.html,2室2厅1厨1卫,高楼层 (共33层),99.14㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-10-14,商品房,2016-09-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
1734,沈阳,https://sy.lianjia.com/ershoufang/102102659111.html,2室1厅1厨1卫,低楼层 (共27层),74.86㎡,平层,52.87㎡,板楼,南 北,钢混结构,毛坯,两梯四户,集中供暖,有,2020-04-24,商品房,2019-03-12,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,
1735,沈阳,https://sy.lianjia.com/ershoufang/102103359048.html,2室1厅1厨1卫,中楼层 (共10层),75㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯三户,集中供暖,有,2020-09-10,商品房,2011-01-17,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,
1736,沈阳,https://sy.lianjia.com/ershoufang/102105950327.html,2室1厅1厨1卫,高楼层 (共34层),87.4㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-08-26,商品房,2019-07-29,普通住宅,暂无数据,非共有,"
                                有抵押 48万元 中国银行 客户偿还
                              ",已上传房本照片,
1737,沈阳,https://sy.lianjia.com/ershoufang/102103932272.html,2室1厅1厨1卫,中楼层 (共31层),93.95㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯三户,集中供暖,有,2021-02-27,商品房,2020-04-18,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,
