,城市,链接,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,供暖方式,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,价格（单位：人民币）,别墅类型
157,沈阳,https://sy.lianjia.com/ershoufang/102106038734.html,3室1厅1厨1卫,中楼层 (共34层),104㎡,平层,82.87㎡,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,有,2022-09-23,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押 60万元 业主自还
                              ",未上传房本照片,1100000.0,
158,沈阳,https://sy.lianjia.com/ershoufang/102105529050.html,2室2厅1厨1卫,中楼层 (共28层),89.88㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯三户,集中供暖,有,2022-05-08,商品房,2016-10-20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,910000.0,
159,沈阳,https://sy.lianjia.com/ershoufang/102103866879.html,2室1厅1厨1卫,高楼层 (共30层),87.14㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯四户,集中供暖,有,2021-01-30,商品房,2015-08-07,普通住宅,满五年,共有,"
                                有抵押 10万元 客户偿还
                              ",已上传房本照片,990000.0,
160,沈阳,https://sy.lianjia.com/ershoufang/102106027747.html,3室1厅1厨1卫,高楼层 (共33层),104.44㎡,平层,暂无数据,板楼,南 西 北,钢混结构,毛坯,两梯四户,集中供暖,有,2022-09-21,商品房,2020-08-29,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,790000.0,
161,沈阳,https://sy.lianjia.com/ershoufang/102105372360.html,3室2厅1厨2卫,中楼层 (共18层),106.58㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,有,2022-03-03,商品房,2020-04-06,普通住宅,暂无数据,共有,"
                                有抵押 70万元 农行 客户偿还
                              ",已上传房本照片,1500000.0,
162,沈阳,https://sy.lianjia.com/ershoufang/102104952976.html,5室2厅3厨2卫,高楼层 (共8层),154.5㎡,跃层,150㎡,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,无,2021-10-05,商品房,2014-12-26,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,1100000.0,
163,沈阳,https://sy.lianjia.com/ershoufang/102105609160.html,2室2厅1厨1卫,高楼层 (共34层),87.55㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-05-29,商品房,2020-05-14,普通住宅,暂无数据,非共有,"
                                有抵押
                              ",已上传房本照片,1090000.0,
164,沈阳,https://sy.lianjia.com/ershoufang/102105126151.html,3室2厅1厨2卫,高楼层 (共33层),150.21㎡,平层,暂无数据,板楼,北 南,钢混结构,精装,两梯三户,集中供暖,有,2021-11-27,商品房,2016-11-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,1100000.0,
165,沈阳,https://sy.lianjia.com/ershoufang/102105850223.html,2室2厅1厨1卫,高楼层 (共18层),92.55㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-07-30,商品房,2016-11-08,普通住宅,满五年,共有,"
                                有抵押 31万元 建行 客户偿还
                              ",已上传房本照片,810000.0,
166,沈阳,https://sy.lianjia.com/ershoufang/102102737033.html,3室2厅1厨2卫,低楼层 (共28层),136㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,集中供暖,有,2020-05-09,商品房,2014-09-25,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,1090000.0,
167,沈阳,https://sy.lianjia.com/ershoufang/102106105390.html,3室1厅1厨1卫,高楼层 (共33层),98.12㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,集中供暖,有,2022-10-13,商品房,2020-10-05,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,790000.0,
168,沈阳,https://sy.lianjia.com/ershoufang/102104066026.html,3室1厅1厨2卫,中楼层 (共28层),134.81㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯四户,集中供暖,有,2021-03-22,商品房,2016-02-01,普通住宅,满五年,共有,"
                                有抵押 30万元 客户偿还
                              ",已上传房本照片,820000.0,
169,沈阳,https://sy.lianjia.com/ershoufang/102104174504.html,3室2厅1厨2卫,低楼层 (共2层),155.03㎡,,暂无数据,,南 北,钢混结构,毛坯,,集中供暖,,2021-04-12,商品房,2020-06-10,别墅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,1660000.0,联排
170,沈阳,https://sy.lianjia.com/ershoufang/102103983693.html,3室2厅1厨1卫,高楼层 (共18层),100.55㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯三户,集中供暖,有,2021-03-07,商品房,2014-07-29,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,930000.0,
171,沈阳,https://sy.lianjia.com/ershoufang/102103958037.html,3室2厅1厨2卫,低楼层 (共33层),120.66㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,集中供暖,有,2021-03-03,商品房,2015-04-30,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,750000.0,
172,沈阳,https://sy.lianjia.com/ershoufang/102105477076.html,3室2厅1厨1卫,高楼层 (共32层),111.15㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,集中供暖,有,2022-04-18,商品房,2016-12-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,1350000.0,
173,沈阳,https://sy.lianjia.com/ershoufang/102105500376.html,2室1厅1厨1卫,高楼层 (共33层),84.6㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,一梯两户,集中供暖,有,2022-04-28,商品房,2019-12-21,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,880000.0,
174,沈阳,https://sy.lianjia.com/ershoufang/102105370343.html,3室1厅1厨2卫,中楼层 (共24层),127.69㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯四户,集中供暖,有,2022-03-02,商品房,2020-04-14,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,1600000.0,
175,沈阳,https://sy.lianjia.com/ershoufang/102105867888.html,3室2厅1厨2卫,中楼层 (共34层),130.2㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,有,2022-08-05,商品房,2019-05-16,普通住宅,暂无数据,共有,"
                                有抵押 80万元 建设 业主自还
                              ",已上传房本照片,1640000.0,
176,沈阳,https://sy.lianjia.com/ershoufang/102105813117.html,2室1厅1厨1卫,低楼层 (共22层),68.47㎡,平层,暂无数据,板楼,西北 南,钢混结构,精装,一梯三户,集中供暖,有,2022-07-21,商品房,2018-11-16,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,590000.0,
177,沈阳,https://sy.lianjia.com/ershoufang/102104867692.html,3室2厅1厨1卫,中楼层 (共5层),94.76㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,无,2021-09-11,商品房,2013-06-26,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,1560000.0,
178,沈阳,https://sy.lianjia.com/ershoufang/102104751311.html,4室2厅1厨2卫,低楼层 (共12层),163.04㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2021-08-17,商品房,2018-05-07,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,1790000.0,
179,沈阳,https://sy.lianjia.com/ershoufang/102105554466.html,2室2厅1厨1卫,高楼层 (共34层),86.24㎡,平层,65.03㎡,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,有,2022-05-15,商品房,2019-08-08,普通住宅,暂无数据,共有,"
                                有抵押 25万元 农业银行
                              ",已上传房本照片,1160000.0,
180,沈阳,https://sy.lianjia.com/ershoufang/102106148865.html,2室1厅1厨1卫,低楼层 (共4层),101.22㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,集中供暖,暂无数据,2022-10-27,商品房,2010-01-08,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片,495000.0,
181,沈阳,https://sy.lianjia.com/ershoufang/102104244791.html,3室2厅1厨1卫,高楼层 (共24层),120.35㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,集中供暖,有,2021-04-26,商品房,2014-09-03,普通住宅,满五年,非共有,"
                                有抵押 50万元
                              ",已上传房本照片,1590000.0,
182,沈阳,https://sy.lianjia.com/ershoufang/102106052928.html,2室2厅1厨1卫,中楼层 (共17层),85.1㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-09-27,商品房,2020-03-19,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,980000.0,
183,沈阳,https://sy.lianjia.com/ershoufang/102105416895.html,3室2厅1厨2卫,高楼层 (共9层),125.24㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,有,2022-03-13,商品房,2020-12-09,普通住宅,暂无数据,非共有,"
                                有抵押 70万元 客户偿还
                              ",已上传房本照片,1700000.0,
184,沈阳,https://sy.lianjia.com/ershoufang/102104790861.html,3室1厅1厨1卫,低楼层 (共26层),126.29㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,集中供暖,有,2021-08-26,商品房,2019-09-19,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,938000.0,
185,沈阳,https://sy.lianjia.com/ershoufang/102104430601.html,3室2厅1厨1卫,高楼层 (共33层),136.32㎡,平层,暂无数据,板塔结合,东 南,钢混结构,简装,两梯五户,集中供暖,有,2021-06-06,商品房,2012-10-29,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,1100000.0,
186,沈阳,https://sy.lianjia.com/ershoufang/102105806002.html,3室2厅1厨1卫,低楼层 (共33层),85.2㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,暂无数据,2022-07-19,商品房,2019-07-19,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,660000.0,
187,沈阳,https://sy.lianjia.com/ershoufang/102105289313.html,3室2厅1厨1卫,高楼层 (共34层),114.19㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-02-12,商品房,2018-10-10,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,780000.0,
188,沈阳,https://sy.lianjia.com/ershoufang/102104356449.html,3室2厅1厨2卫,高楼层 (共10层),131.6㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,暂无数据,2021-05-21,商品房,2007-02-26,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,1300000.0,
189,沈阳,https://sy.lianjia.com/ershoufang/102103486144.html,3室1厅1厨2卫,高楼层 (共33层),130.79㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2020-10-08,商品房,2020-12-05,普通住宅,暂无数据,非共有,"
                                有抵押 30万元
                              ",已上传房本照片,1100000.0,
190,沈阳,https://sy.lianjia.com/ershoufang/102105521949.html,2室1厅1厨1卫,低楼层 (共28层),89.88㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯三户,集中供暖,有,2022-05-06,商品房,2019-09-10,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,960000.0,
191,沈阳,https://sy.lianjia.com/ershoufang/102105242716.html,3室2厅1厨2卫,中楼层 (共33层),96.89㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-01-16,商品房,2018-10-22,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,1430000.0,
192,沈阳,https://sy.lianjia.com/ershoufang/102105150027.html,4室2厅1厨2卫,低楼层 (共11层),142.8㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯两户,集中供暖,有,2021-12-06,商品房,2006-03-27,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,2580000.0,
193,沈阳,https://sy.lianjia.com/ershoufang/102105929153.html,3室2厅1厨1卫,中楼层 (共32层),115.96㎡,平层,暂无数据,板楼,东南 北,钢混结构,精装,两梯四户,集中供暖,有,2022-08-21,商品房,2019-11-12,普通住宅,暂无数据,非共有,"
                                有抵押 34万元 工商 客户偿还
                              ",已上传房本照片,730000.0,
194,沈阳,https://sy.lianjia.com/ershoufang/102105056242.html,3室1厅1厨2卫,中楼层 (共6层),116.21㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2021-11-01,商品房,2020-04-04,普通住宅,暂无数据,共有,"
                                有抵押
                              ",已上传房本照片,1270000.0,
195,沈阳,https://sy.lianjia.com/ershoufang/102105772663.html,3室2厅1厨2卫,低楼层 (共18层),137.22㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,有,2022-07-10,商品房,2014-03-14,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,1420000.0,
196,沈阳,https://sy.lianjia.com/ershoufang/102105245669.html,2室1厅1厨1卫,低楼层 (共18层),68.51㎡,平层,68㎡,板楼,西北,钢混结构,精装,一梯三户,集中供暖,有,2022-01-17,商品房,2020-07-23,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,530000.0,
197,沈阳,https://sy.lianjia.com/ershoufang/102105890129.html,2室1厅1厨1卫,中楼层 (共32层),63.81㎡,平层,暂无数据,板楼,东北,钢混结构,精装,两梯三户,集中供暖,有,2022-08-11,商品房,2019-05-11,普通住宅,暂无数据,非共有,"
                                有抵押 10万元 业主自还
                              ",已上传房本照片,550000.0,
198,沈阳,https://sy.lianjia.com/ershoufang/102106043016.html,1室1厅1厨1卫,高楼层 (共26层),61.57㎡,平层,暂无数据,塔楼,南,钢混结构,简装,两梯八户,集中供暖,有,2022-09-25,商品房,2016-06-03,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,1170000.0,
199,沈阳,https://sy.lianjia.com/ershoufang/102106112460.html,3室2厅1厨2卫,低楼层 (共24层),103.45㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-10-16,商品房,2020-11-05,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,970000.0,
200,沈阳,https://sy.lianjia.com/ershoufang/102106123699.html,3室2厅1厨1卫,中楼层 (共34层),108.56㎡,平层,暂无数据,板楼,东 南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-10-19,商品房,2018-10-29,普通住宅,暂无数据,非共有,"
                                有抵押 40万元 邮政 客户偿还
                              ",已上传房本照片,1200000.0,
201,沈阳,https://sy.lianjia.com/ershoufang/102105679451.html,2室2厅1厨1卫,低楼层 (共34层),84.12㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯三户,集中供暖,有,2022-06-16,商品房,2020-11-02,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,1450000.0,
202,沈阳,https://sy.lianjia.com/ershoufang/102106196167.html,2室1厅1厨1卫,高楼层 (共23层),90.48㎡,平层,68.1㎡,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2022-11-11,商品房,2018-03-20,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,1050000.0,
203,沈阳,https://sy.lianjia.com/ershoufang/102106218354.html,3室1厅1厨2卫,高楼层 (共30层),116.35㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2022-11-20,商品房,2015-04-07,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,980000.0,
204,沈阳,https://sy.lianjia.com/ershoufang/102106100724.html,3室2厅1厨1卫,低楼层 (共6层),98.74㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,暂无数据,2022-10-12,商品房,2019-11-14,普通住宅,暂无数据,非共有,"
                                有抵押 50万元 中国建设银行 客户偿还
                              ",已上传房本照片,860000.0,
205,沈阳,https://sy.lianjia.com/ershoufang/102103068152.html,2室2厅1厨1卫,高楼层 (共33层),84.85㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2020-07-12,商品房,2017-05-12,普通住宅,满五年,非共有,"
                                有抵押 30万元 30万公积金
                              ",已上传房本照片,1530000.0,
206,沈阳,https://sy.lianjia.com/ershoufang/102102533876.html,3室2厅1厨1卫,中楼层 (共32层),116.19㎡,平层,暂无数据,板楼,西 南 北,钢混结构,精装,两梯四户,集中供暖,有,2020-04-05,商品房,2015-01-14,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,750000.0,
207,沈阳,https://sy.lianjia.com/ershoufang/102105235492.html,2室1厅1厨1卫,高楼层 (共34层),93.02㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,集中供暖,有,2022-01-12,商品房,2012-01-19,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,870000.0,
208,沈阳,https://sy.lianjia.com/ershoufang/102104613097.html,2室2厅1厨1卫,中楼层 (共33层),88㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2021-07-16,商品房,2017-03-20,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,1540000.0,
209,沈阳,https://sy.lianjia.com/ershoufang/102106034521.html,2室1厅1厨1卫,高楼层 (共34层),90.17㎡,平层,暂无数据,板楼,北 南,钢混结构,毛坯,一梯两户,集中供暖,有,2022-09-22,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押 34万元 公积金 客户偿还
                              ",未上传房本照片,970000.0,
210,沈阳,https://sy.lianjia.com/ershoufang/102104795791.html,3室1厅1厨2卫,低楼层 (共14层),137㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,集中供暖,有,2021-08-27,商品房,2016-06-07,普通住宅,满五年,共有,"
                                有抵押 30万元 建设 客户偿还
                              ",已上传房本照片,1450000.0,
211,沈阳,https://sy.lianjia.com/ershoufang/102103068152.html,2室2厅1厨1卫,高楼层 (共33层),84.85㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2020-07-12,商品房,2017-05-12,普通住宅,满五年,非共有,"
                                有抵押 30万元 30万公积金
                              ",已上传房本照片,1530000.0,
212,沈阳,https://sy.lianjia.com/ershoufang/102105511418.html,3室2厅1厨2卫,高楼层 (共17层),117.73㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯三户,集中供暖,有,2022-05-03,商品房,2019-01-04,普通住宅,暂无数据,非共有,"
                                有抵押 34万元 公积金 业主自还
                              ",已上传房本照片,1080000.0,
213,沈阳,https://sy.lianjia.com/ershoufang/102105235492.html,2室1厅1厨1卫,高楼层 (共34层),93.02㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,集中供暖,有,2022-01-12,商品房,2012-01-19,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,870000.0,
214,沈阳,https://sy.lianjia.com/ershoufang/102105030937.html,3室2厅1厨1卫,中楼层 (共6层),112.71㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,无,2021-10-25,商品房,2014-05-08,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,1200000.0,
215,沈阳,https://sy.lianjia.com/ershoufang/102106187006.html,2室1厅1厨1卫,中楼层 (共33层),83.34㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-11-09,商品房,2020-02-27,普通住宅,暂无数据,非共有,"
                                有抵押 42万元 建设 客户偿还
                              ",已上传房本照片,930000.0,
216,沈阳,https://sy.lianjia.com/ershoufang/102105679451.html,2室2厅1厨1卫,低楼层 (共34层),84.12㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯三户,集中供暖,有,2022-06-16,商品房,2020-11-02,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,1450000.0,
217,沈阳,https://sy.lianjia.com/ershoufang/102106123699.html,3室2厅1厨1卫,中楼层 (共34层),108.56㎡,平层,暂无数据,板楼,东 南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-10-19,商品房,2018-10-29,普通住宅,暂无数据,非共有,"
                                有抵押 40万元 邮政 客户偿还
                              ",已上传房本照片,1200000.0,
218,沈阳,https://sy.lianjia.com/ershoufang/102105461763.html,3室2厅1厨1卫,低楼层 (共18层),94.06㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯四户,集中供暖,有,2022-04-11,商品房,2017-07-12,普通住宅,满五年,非共有,"
                                有抵押 40万元
                              ",已上传房本照片,820000.0,
219,沈阳,https://sy.lianjia.com/ershoufang/102105607706.html,2室1厅1厨1卫,中楼层 (共18层),79.46㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,集中供暖,有,2022-05-29,商品房,2012-05-19,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,790000.0,
220,沈阳,https://sy.lianjia.com/ershoufang/102104657145.html,2室1厅1厨1卫,中楼层 (共18层),71.14㎡,平层,暂无数据,板楼,西南,钢混结构,简装,一梯三户,集中供暖,有,2021-07-27,商品房,2014-07-07,普通住宅,满五年,非共有,"
                                有抵押 70万元 70万左右 哈尔滨银行 业主自还
                              ",已上传房本照片,1100000.0,
221,沈阳,https://sy.lianjia.com/ershoufang/102104996572.html,3室1厅1厨2卫,低楼层 (共9层),117.04㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2021-10-15,商品房,2019-05-20,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,1260000.0,
222,沈阳,https://sy.lianjia.com/ershoufang/102104063261.html,2室1厅1厨1卫,中楼层 (共33层),76.9㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,一梯三户,集中供暖,有,2021-03-21,商品房,2018-08-23,普通住宅,暂无数据,非共有,"
                                有抵押 40万元 建设银行沈中支行 客户偿还
                              ",已上传房本照片,799000.0,
223,沈阳,https://sy.lianjia.com/ershoufang/102106105380.html,3室1厅1厨1卫,低楼层 (共30层),109.01㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯两户,集中供暖,有,2022-10-13,商品房,2019-10-13,普通住宅,暂无数据,非共有,"
                                有抵押 18万元
                              ",已上传房本照片,730000.0,
224,沈阳,https://sy.lianjia.com/ershoufang/102104613097.html,2室2厅1厨1卫,中楼层 (共33层),88㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2021-07-16,商品房,2017-03-20,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,1540000.0,
225,沈阳,https://sy.lianjia.com/ershoufang/102102533876.html,3室2厅1厨1卫,中楼层 (共32层),116.19㎡,平层,暂无数据,板楼,西 南 北,钢混结构,精装,两梯四户,集中供暖,有,2020-04-05,商品房,2015-01-14,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,750000.0,
226,沈阳,https://sy.lianjia.com/ershoufang/102106034521.html,2室1厅1厨1卫,高楼层 (共34层),90.17㎡,平层,暂无数据,板楼,北 南,钢混结构,毛坯,一梯两户,集中供暖,有,2022-09-22,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押 34万元 公积金 客户偿还
                              ",未上传房本照片,970000.0,
227,沈阳,https://sy.lianjia.com/ershoufang/102106192277.html,3室1厅1厨1卫,中楼层 (共33层),77㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯三户,集中供暖,有,2022-11-10,商品房,2017-07-13,普通住宅,满五年,非共有,"
                                有抵押 42万元
                              ",已上传房本照片,720000.0,
228,沈阳,https://sy.lianjia.com/ershoufang/102105643699.html,3室2厅1厨2卫,低楼层 (共13层),158.6㎡,错层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,有,2022-06-07,商品房,2007-07-03,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,1900000.0,
229,沈阳,https://sy.lianjia.com/ershoufang/102105607683.html,3室1厅1厨2卫,中楼层 (共34层),114.12㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,暂无数据,2022-05-29,商品房,2020-09-30,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,1550000.0,
230,沈阳,https://sy.lianjia.com/ershoufang/102105507860.html,3室2厅1厨1卫,低楼层 (共32层),98.15㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2022-05-01,商品房,2020-07-02,普通住宅,暂无数据,非共有,"
                                有抵押 17万元 建行 业主自还
                              ",已上传房本照片,600000.0,
231,沈阳,https://sy.lianjia.com/ershoufang/102105840096.html,3室2厅1厨1卫,中楼层 (共31层),121.68㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,集中供暖,有,2022-07-28,商品房,2016-07-29,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,1920000.0,
232,沈阳,https://sy.lianjia.com/ershoufang/102105979828.html,3室1厅1厨2卫,高楼层 (共34层),129.2㎡,平层,110㎡,板塔结合,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-09-05,商品房,2016-08-02,普通住宅,满五年,共有,"
                                有抵押 36万元 招商银行 客户偿还
                              ",已上传房本照片,1580000.0,
233,沈阳,https://sy.lianjia.com/ershoufang/102105709625.html,2室2厅1厨1卫,低楼层 (共31层),100.41㎡,平层,暂无数据,板楼,西南 南,钢混结构,精装,三梯七户,集中供暖,有,2022-06-24,商品房,2019-06-08,普通住宅,暂无数据,非共有,"
                                有抵押 15万元
                              ",已上传房本照片,630000.0,
234,沈阳,https://sy.lianjia.com/ershoufang/102104765941.html,3室2厅1厨2卫,高楼层 (共15层),139.94㎡,错层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2021-08-21,商品房,2010-02-25,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,1200000.0,
235,沈阳,https://sy.lianjia.com/ershoufang/102104554184.html,3室1厅1厨2卫,中楼层 (共6层),147.97㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2021-07-03,商品房,2019-03-12,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,1980000.0,
236,沈阳,https://sy.lianjia.com/ershoufang/102106219026.html,2室1厅1厨1卫,低楼层 (共32层),90.43㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯三户,集中供暖,有,2022-11-20,商品房,2016-10-20,普通住宅,满五年,共有,"
                                有抵押 40万元 40万
                              ",已上传房本照片,1190000.0,
237,沈阳,https://sy.lianjia.com/ershoufang/102105717858.html,3室1厅1厨2卫,高楼层 (共33层),105.95㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯三户,集中供暖,有,2022-06-26,商品房,2020-08-17,普通住宅,暂无数据,非共有,"
                                有抵押 60万元 大连银行 客户偿还
                              ",已上传房本照片,1030000.0,
238,沈阳,https://sy.lianjia.com/ershoufang/102104956177.html,3室2厅1厨2卫,高楼层 (共29层),114.68㎡,平层,暂无数据,板楼,东 南,钢混结构,精装,两梯四户,集中供暖,有,2021-10-06,商品房,2009-07-06,普通住宅,满五年,共有,"
                                有抵押 15万元 建行 业主自还
                              ",已上传房本照片,1580000.0,
239,沈阳,https://sy.lianjia.com/ershoufang/102103877392.html,3室2厅1厨2卫,中楼层 (共25层),156.73㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2021-02-04,商品房,2018-02-07,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,2000000.0,
